0, 2
1, 2
2, 5
3, 2
4, 4
5, 2
6, 7
7, 3
8, 3
9, 6
10, 3
11, 3
12, 18
13, 7
14, 7
15, 7
16, 7
17, 7
18, 7
19, 8
20, 4
21, 2
22, 5
23, 2
24, 6
25, 3
26, 3
27, 8
28, 4
29, 4
30, 4
31, 14
32, 6
33, 6
34, 6
35, 6
36, 6
37, 8
38, 2
39, 9
40, 4
41, 4
42, 4
43, 8
44, 2
45, 3
46, 4
47, 2
48, 8
49, 3
50, 3
51, 6
52, 3
53, 3
54, 14
55, 5
56, 5
57, 4
58, 5
59, 9
60, 3
61, 3
62, 7
63, 2
64, 5
65, 2
66, 6
67, 2
68, 12
69, 3
70, 3
71, 4
72, 4
73, 2
74, 10
75, 3
76, 3
77, 4
78, 6
79, 2
80, 4
81, 2
82, 7
83, 3
84, 3
85, 18
86, 7
87, 7
88, 7
89, 7
90, 7
91, 7
92, 20
93, 6
94, 6
95, 6
96, 5
97, 6
98, 9
99, 2
100, 4
101, 2
102, 6
103, 2
104, 7
105, 3
106, 3
107, 13
108, 3
109, 3
110, 5
111, 2
112, 11
113, 2
114, 4
115, 5
116, 3
117, 5
118, 2
119, 9
120, 2
121, 4
122, 2
123, 10
124, 2
125, 3
126, 13
127, 2
128, 3
129, 10
130, 2
131, 4
132, 2
133, 9
134, 2
135, 9
136, 2
137, 6
138, 2
139, 10
140, 2
141, 4
142, 2
143, 13
144, 3
145, 3
146, 23
147, 6
148, 6
149, 6
150, 6
151, 6
152, 12
153, 2
154, 3
155, 5
156, 2
157, 7
158, 2
159, 4
160, 2
161, 10
162, 3
163, 3
164, 5
165, 2
166, 13
167, 6
168, 6
169, 6
170, 5
171, 6
172, 8
173, 3
174, 3
175, 8
176, 4
177, 4
178, 4
179, 10
180, 1
