0, 2
1, 2
2, 5
3, 2
4, 4
5, 2
6, 8
7, 2
8, 4
9, 2
10, 7
11, 2
12, 4
13, 2
14, 7
15, 2
16, 4
17, 2
18, 8
19, 2
20, 4
21, 2
22, 6
23, 2
24, 4
25, 2
26, 6
27, 2
28, 4
29, 2
30, 37
31, 2
32, 4
33, 2
34, 6
35, 2
36, 4
37, 2
38, 7
39, 2
40, 4
41, 2
42, 7
43, 2
44, 4
45, 2
46, 7
47, 2
48, 4
49, 2
50, 7
51, 2
52, 4
53, 2
54, 7
55, 2
56, 4
57, 2
58, 7
59, 2
60, 4
61, 2
62, 7
63, 2
64, 4
65, 2
66, 7
67, 2
68, 4
69, 2
70, 7
71, 2
72, 4
73, 2
74, 7
75, 2
76, 4
77, 2
78, 7
79, 2
80, 4
81, 2
82, 7
83, 2
84, 4
85, 2
86, 7
87, 2
88, 4
89, 2
90, 7
91, 2
92, 4
93, 2
94, 7
95, 2
96, 4
97, 2
98, 7
99, 2
100, 4
101, 2
102, 7
103, 2
104, 4
105, 2
106, 7
107, 2
108, 4
109, 2
110, 7
111, 2
112, 4
113, 2
114, 7
115, 2
116, 4
117, 2
118, 7
119, 2
120, 4
121, 2
122, 7
123, 2
124, 4
125, 2
126, 7
127, 2
128, 4
129, 2
130, 7
131, 2
132, 4
133, 2
134, 7
135, 2
136, 4
137, 2
138, 7
139, 2
140, 4
141, 2
142, 7
143, 2
144, 4
145, 2
146, 7
147, 2
148, 4
149, 2
150, 7
151, 2
152, 4
153, 2
154, 7
155, 2
156, 4
157, 2
158, 6
159, 2
160, 2
